ShipmentId,OrderId,CustomerId,OriginCity,DestinationCity,ShippingCompany,WeightKg,Status,ShipDate,DeliveryDate,TrackingCode,DeliveryAttempts,SLACompliance,CustomerSatisfaction,ProcessType
3095,68263,7749,Bogta,Barrankilla,Envio Fasil,999,Entransito,2025-02-07,2025-01-05,EF-0509,4,NO,1,
3096,60634,9178,Cartajena,Medellin?,Envio Facil,0.5,Entregadoo,2024-12-24,2025-01-23,EF-1356,2,,excelente,Automatizado
3097,11800,1149,Medeyin,Kartagena,Envío Facíl,,Entregado,2025-02-06,2025-02-04,EF-0918,,No,excelente,
3098,38823,5644,Cartagena,Bogta,Envío Facíl,"7,8",Entregadoo,2025-01-08,2025-02-06,EF-1265,5,No,excelente,Manual
3099,64878,721,Barrankila,Kartagena,Envío Facíl,-1,Entransito,2025-02-09,2025-01-26,EF-0931,3,No,0,Automatizado
3100,19708,6832,Medellin,Cartajena,Envío Facil,999,Entransito,2025-01-04,2025-01-11,EF-1493,4,,1,manual
3101,13819,6248,Barranquilla,Medellin,En Vio Facil,4.5,Entregadoo,2025-01-15,2024-12-27,EF-0413,1,No,***,
3102,75905,554,Medellín,Barrankila,Envio Facil,"7,8",Entransito,2025-01-29,2025-02-05,EF-0113,3,,5,Manual
3103,64870,1682,Cartagena,Bogta,En Vio Facil,,Rtrasado,2025-01-16,2025-01-06,EF-0913,5,,4,Manual
3104,10283,7194,Medellín,Medejin,Envío Facíl,pesado,En transito…,2024-12-27,2024-12-23,EF-0156,4,NO,6,manual
3105,31573,2415,Cartagena,Medellín,Envio Fasil,-1,En transito…,2025-01-16,2025-01-01,EF-1327,4,No,,Automatizado
3106,79707,4916,Barranquilla,Cartajena,Envío Facíl,0.5,Entregadoo,2025-02-07,2025-01-08,EF-0425,2,,6,
3107,31933,8819,Kartagena,Cali,Envio Facil,-1,Rtrasado,2025-01-31,2025-01-20,EF-0017,3,,,Automatizado
3108,6774,6021,Medeyin,Cali,En Vio Facil,-1,Rtrasado,2024-12-22,2024-12-22,EF-0516,2,NO,4,Manual
3109,73055,2737,Caly,Bogota,En Vio Facil,-1,Entransito,2025-02-09,2025-01-07,EF-1528,1,No,6,Manual
3110,11983,6539,Barranquilla,Bogotá,Envío Facil,,Entransito,2025-01-11,2025-02-13,EF-1065,3,Si,***,Manual
3111,97468,8936,Medeyin,Bogota,Envio Fasil,pesado,En transito…,2025-01-04,2024-12-24,EF-0646,4,,5,Manual
3112,97334,5119,Medellin,Medeyin,Envío Facíl,4.5,En transito…,2025-02-05,2025-01-11,EF-1999,5,Sí,1,manual
3113,19133,7275,Medellín,Barrankila,Envio Fasil,,pendiente,2024-12-29,2025-01-23,EF-1964,1,NO,5,Manual
3114,15939,3965,Bogota,Cartajena,Envio Facil,4.5,Entransito,2025-01-15,2025-02-06,EF-1176,2,NO,1,Manual
3115,1781,9050,Bogotaaa,Cartajena,Envío Facil,"7,8",En transito…,2025-02-08,2025-01-13,EF-1078,2,NO,1,Manual
3116,57700,7282,Bogotaaa,Medellín,Envío Facíl,"7,8",Entregado,2025-01-08,2025-02-03,EF-0712,,No,3,
3117,28624,3027,Cartagena,Barrankilla,Envio Facil,4.5,Rtrasado,2025-01-05,2024-12-30,EF-1015,1,Si,0,
3118,7823,2258,Medellin,Cartajena,Envio Fasil,999,PENDIETE,2025-02-01,2025-02-04,EF-0873,3,Sí,,Automatizado
3119,19489,7949,Bogotaaa,Medellin,Envío Facil,"7,8",Entransito,2025-01-10,2025-01-25,EF-0347,1,NO,2,
3120,40961,930,Medellin?,Medeyin,Envío Facíl,"7,8",Entransito,2025-01-06,2025-02-09,EF-0639,3,,2,manual
3121,30118,2032,Bogta,Cartajena,Envio Fasil,0.5,pendiente,2024-12-28,2025-01-21,EF-1823,1,Si,2,Automatizado
3122,82816,8800,Medejin,Barranquilla,Envío Facíl,4.5,Rtrasado,2025-01-19,2025-01-21,EF-1289,,Si,***,Automatizado
3123,23263,6705,Kartagena,Medellin,Envío Facil,4.5,En transito…,2025-01-21,2025-01-04,EF-1746,,NO,***,manual
3124,14565,7370,Cartajena,Barrankila,Envío Facil,pesado,Rtrasado,2025-01-19,2024-12-29,EF-0821,1,Sí,excelente,Automatizado
3125,21354,4379,Cartajena,Calli,Envio Fasil,-1,pendiente,2025-01-07,2025-02-16,EF-0636,4,NO,1,Manual
3126,43951,6499,Caly,Medeyin,Envío Facíl,0.5,Entregadoo,2024-12-26,2025-01-25,EF-0002,3,Sí,4,Manual
3127,92179,8030,Bogota,Cartagena,En Vio Facil,,Rtrasado,2025-01-08,2025-01-11,EF-1238,1,NO,5,
3128,24648,5002,Caly,Calli,Envio Facil,0.5,Entregado,2025-01-04,2025-01-02,EF-0404,2,NO,5,Manual
3129,51729,6257,Calli,Bogotá,Envío Facil,,Rtrasado,2025-01-21,2025-01-30,EF-0888,2,NO,3,manual
3130,42971,6815,Barranquilla,Medejin,Envío Facíl,4.5,pendiente,2025-02-09,2025-01-15,EF-0874,,No,0,Manual
3131,19658,6962,Bogta,Medellin,Envio Fasil,0.5,PENDIETE,2025-01-08,2025-02-19,EF-1796,3,NO,0,Manual
3132,22253,5743,Medejin,Calli,Envio Fasil,999,pendiente,2025-02-06,2025-02-02,EF-1254,1,Si,excelente,Automatizado
3133,65166,8525,Bogta,Calli,Envío Facil,pesado,pendiente,2025-01-15,2025-01-19,EF-1708,3,,,
3134,49563,5083,Kartagena,Medeyin,Envío Facil,-1,Entregado,2025-01-01,2025-01-26,EF-0830,1,,,Manual
3135,27390,7250,Barranquilla,Calli,En Vio Facil,"7,8",Entregadoo,2025-01-16,2025-02-16,EF-1293,4,NO,6,manual
3136,89664,5159,Cali,Medellin,Envio Fasil,,En transito…,2024-12-26,2025-01-24,EF-1137,5,No,5,Automatizado
3137,52578,866,Kartagena,Medeyin,Envío Facíl,"7,8",Entregado,2025-01-06,2025-02-07,EF-1172,2,NO,excelente,
3138,80025,476,Bogta,Bogota,Envio Facil,-1,En transito…,2024-12-29,2025-02-17,EF-1972,,NO,4,manual
3139,33658,1081,Barranquilla,Cali,Envio Facil,4.5,Entregado,2025-01-03,2024-12-27,EF-1158,3,Sí,1,manual
3140,7852,2260,Medellin?,Medejin,En Vio Facil,4.5,Rtrasado,2025-01-22,2025-01-24,EF-0655,2,Si,0,
3141,95986,2282,Barrankilla,Cartagena,Envío Facíl,4.5,PENDIETE,2025-01-17,2025-01-28,EF-0200,1,Sí,5,Automatizado
3142,3551,6902,Cali,Barranquilla,Envio Facil,"7,8",pendiente,2025-02-08,2024-12-26,EF-0576,2,,,manual
3143,72947,9629,Cartagena,Medellin,Envio Facil,-1,Entregado,2025-01-16,2025-02-23,EF-0510,1,No,6,Manual
3144,62001,358,Cartajena,Cartajena,Envío Facíl,999,En transito…,2024-12-30,2025-01-16,EF-1630,3,Sí,6,manual
3145,50159,5429,Barranquilla,Medeyin,Envío Facíl,4.5,Entregado,2025-02-06,2024-12-31,EF-1956,,Si,excelente,Automatizado
3146,52707,8156,Cali,Bogotaaa,Envío Facil,4.5,Entransito,2024-12-28,2024-12-29,EF-1188,,Si,excelente,Automatizado
3147,34243,7714,Medellin?,Barrankilla,Envio Facil,"7,8",Entregadoo,2025-02-09,2024-12-30,EF-0131,5,Si,excelente,Manual
3148,22800,8003,Cali,Medellín,Envio Facil,4.5,Entregadoo,2025-02-05,2025-02-12,EF-0347,4,,5,Manual
3149,76939,2726,Medellin,Caly,En Vio Facil,-1,Entransito,2024-12-29,2025-02-01,EF-0222,4,Sí,1,manual
3150,58828,8502,Medellin?,Medellín,Envío Facil,,PENDIETE,2024-12-23,2025-02-08,EF-1147,2,Si,***,Automatizado
3151,8239,8003,Medellín,Calli,Envío Facil,0.5,pendiente,2025-01-08,2025-02-04,EF-0464,3,,4,Automatizado
3152,7710,6774,Calli,Barrankila,Envio Facil,,Entregado,2025-01-26,2025-02-21,EF-0040,3,No,4,Manual
3153,22384,8933,Cartagena,Medellín,Envio Fasil,999,Rtrasado,2025-01-14,2025-02-07,EF-0422,,NO,0,manual
3154,22038,1338,Caly,Kartagena,Envio Fasil,4.5,Entransito,2025-01-24,2025-01-20,EF-0980,4,No,2,Manual
3155,41846,7457,Caly,Medellin,Envío Facíl,-1,Entregadoo,2025-02-01,2025-02-21,EF-0045,1,Sí,0,Manual
3156,88983,3483,Medellin,Medejin,Envío Facil,-1,Entregado,2025-01-28,2024-12-28,EF-0190,4,No,1,
3157,68821,7962,Cartagena,Cali,Envio Facil,4.5,Rtrasado,2025-01-01,2025-01-29,??,,,5,Manual
3158,38991,8096,Medellin?,Medellin?,Envio Facil,999,Entregado,2024-12-31,2025-02-18,EF-1749,2,Sí,6,Automatizado
3159,80057,2619,Medeyin,Bogotá,Envio Facil,999,PENDIETE,2025-01-19,2025-02-09,EF-1234,4,Si,,Automatizado
3160,7971,1956,Medellin,Medellin,En Vio Facil,4.5,Entransito,2025-02-08,2024-12-25,EF-0617,1,,6,
3161,30139,2506,Cartagena,Cali,Envio Fasil,4.5,PENDIETE,2025-01-30,2025-01-20,EF-0888,,Sí,6,Automatizado
3162,86445,7830,Cartajena,Bogta,En Vio Facil,"7,8",Rtrasado,2024-12-27,2024-12-27,EF-0607,2,Sí,5,Automatizado
3163,78067,6463,Caly,Barranquilla,Envio Facil,-1,Entregadoo,2025-02-07,2025-02-03,EF-1602,1,,5,
3164,81257,9367,Bogotá,Cartagena,Envio Facil,0.5,Entransito,2024-12-31,2025-02-05,EF-0024,5,No,1,manual
3165,85742,5208,Cali,Barrankila,Envío Facil,"7,8",PENDIETE,2025-01-20,2025-01-03,EF-1798,2,No,excelente,
3166,38711,5447,Caly,Bogotá,Envío Facil,"7,8",Entregadoo,2025-01-18,2025-01-14,EF-1406,1,Si,1,Automatizado
3167,7530,9114,Barrankilla,Bogta,Envio Fasil,-1,Rtrasado,2025-01-19,2025-02-05,EF-1518,4,Sí,5,
3168,12116,2770,Cartajena,Cartajena,Envío Facíl,999,Entransito,2025-01-15,2025-02-04,EF-1361,5,No,6,manual
3169,66794,6007,Medellin?,Barrankila,Envio Facil,4.5,En transito…,2025-01-26,2025-02-03,EF-0858,1,Sí,0,Automatizado
3170,1282,8012,Medellin,Medellin,Envío Facil,,Rtrasado,2025-01-17,2025-01-20,EF-0500,,No,2,Automatizado
3171,80473,524,Cartagena,Calli,Envio Fasil,-1,Entregado,2025-01-24,2025-02-10,EF-0485,4,,2,
3172,2898,7687,Barrankilla,Bogta,En Vio Facil,,Rtrasado,2025-01-24,2024-12-24,EF-0642,5,,5,
3173,5135,9921,Barranquilla,Medeyin,Envio Facil,pesado,Entregado,2025-01-22,2025-02-04,EF-0538,3,No,4,Automatizado
3174,7629,5845,Bogotá,Medellín,Envío Facíl,-1,Entregadoo,2025-02-03,2025-01-18,EF-1068,3,,***,Automatizado
3175,86120,2145,Bogotá,Bogotá,Envio Fasil,0.5,En transito…,2024-12-25,2025-02-07,EF-0997,5,Sí,4,
3176,90087,4686,Caly,Barrankila,Envío Facíl,-1,Entransito,2025-02-07,2025-02-23,EF-1537,1,,4,manual
3177,66031,2630,Bogota,Caly,Envio Facil,pesado,En transito…,2025-01-24,2024-12-21,EF-0642,1,Si,excelente,Manual
3178,34380,3710,Cartagena,Cartagena,Envio Fasil,"7,8",Entregado,2025-01-06,2025-02-17,EF-1249,2,No,2,Manual
3179,18071,1045,Medellín,Cartagena,Envío Facil,pesado,Entransito,2025-02-06,2025-01-26,EF-0779,1,Si,***,Manual
3180,21074,767,Medellín,Cartagena,Envío Facíl,999,Entregadoo,2025-02-05,2025-02-10,EF-0414,1,,0,Automatizado
3181,91724,2379,Cartagena,Bogta,En Vio Facil,pesado,PENDIETE,2025-01-01,2024-12-22,EF-1570,3,No,0,Manual
3182,68843,2219,Medellin?,Bogotaaa,En Vio Facil,-1,Entregadoo,2025-01-05,2025-01-10,EF-0829,3,No,excelente,
3183,40901,3519,Cartajena,Bogota,Envío Facíl,pesado,En transito…,2025-01-28,2025-01-18,EF-0347,1,Sí,2,manual
3184,12205,2520,Bogota,Medejin,Envio Facil,0.5,pendiente,2025-01-20,2025-01-27,EF-0107,4,Sí,***,manual
3185,56661,1846,Bogota,Barrankila,Envio Facil,-1,Entregado,2025-01-17,2025-01-21,EF-1954,3,,excelente,manual
3186,6906,4109,Barrankilla,Medellin,Envio Facil,,PENDIETE,2025-01-06,2025-01-30,EF-1223,,Sí,,
3187,3591,8215,Medellin?,Caly,En Vio Facil,,Entregadoo,2024-12-22,2025-01-11,EF-1383,,Sí,0,Manual
3188,63987,3620,Medellin?,Bogotaaa,En Vio Facil,pesado,Rtrasado,2025-01-15,2025-01-31,EF-1767,,Si,5,manual
3189,64370,556,Bogotaaa,Barrankila,Envío Facil,-1,En transito…,2025-01-18,2025-01-01,EF-1282,1,Si,5,Automatizado
3190,81685,7685,Caly,Medellin?,Envio Facil,0.5,Entregado,2025-02-02,2025-02-15,EF-1088,3,Si,,manual
3191,55400,3281,Cartajena,Medellin,En Vio Facil,,Entregadoo,2025-01-04,2024-12-28,EF-0606,1,,6,
3192,26150,2480,Cali,Calli,En Vio Facil,4.5,PENDIETE,2025-01-24,2025-01-17,EF-1776,5,No,5,Manual
3193,32852,4331,Bogta,Barrankilla,Envio Facil,-1,Entransito,2025-02-07,2025-02-15,EF-0387,3,NO,***,Manual
3194,43870,5323,Bogta,Calli,Envio Facil,999,En transito…,2024-12-25,2025-02-11,EF-0383,1,,0,
3195,53756,7622,Medejin,Medeyin,En Vio Facil,-1,En transito…,2025-01-04,2025-01-06,EF-1474,3,No,,
3196,57481,2987,Bogota,Cali,Envío Facíl,999,Rtrasado,2025-01-06,2025-01-10,EF-0158,4,Sí,0,Manual
3197,2283,4409,Cartajena,Medellin?,En Vio Facil,,Entransito,2025-01-05,2025-02-09,EF-0101,5,,5,Manual
3198,34691,6740,Barrankila,Calli,Envío Facil,,Entregado,2025-01-24,2024-12-27,EF-0477,1,No,***,manual
3199,2125,9589,Kartagena,Medeyin,Envio Fasil,0.5,En transito…,2025-01-03,2025-02-19,EF-1699,5,,2,manual
3200,68065,9670,Calli,Medellin,Envio Facil,0.5,PENDIETE,2025-01-07,2025-02-12,EF-0634,1,Sí,4,Automatizado
3201,27170,665,Barranquilla,Cali,Envío Facil,,En transito…,2025-01-18,2025-01-30,EF-1254,5,Sí,3,manual
3202,9438,1687,Cali,Barrankilla,Envío Facíl,4.5,Rtrasado,2024-12-31,2025-02-18,EF-1686,5,,6,
3203,21095,5142,Barranquilla,Medellin?,Envio Fasil,4.5,Entransito,2025-02-06,2025-02-02,EF-1275,2,,5,
3204,17154,4797,Kartagena,Bogotaaa,En Vio Facil,999,pendiente,2025-01-07,2025-01-18,EF-0229,1,NO,5,Automatizado
3205,9004,4736,Bogota,Cali,Envio Facil,pesado,Rtrasado,2024-12-29,2025-02-01,EF-0594,3,Si,excelente,
3206,10752,525,Cartagena,Calli,En Vio Facil,pesado,Entransito,2024-12-23,2025-01-26,EF-1854,3,No,2,Manual
3207,56426,4362,Cartagena,Cartagena,Envío Facil,,Entregado,2024-12-22,2025-02-19,EF-1512,3,Sí,excelente,
3208,27819,503,Bogta,Medellín,Envio Facil,,pendiente,2024-12-26,2025-02-17,EF-1645,5,Sí,1,
3209,93051,5267,Bogotá,Cartajena,En Vio Facil,,Entregadoo,2025-01-25,2025-02-19,EF-0566,4,No,1,Automatizado
3210,25217,5224,Medellin?,Medellín,Envio Facil,-1,pendiente,2025-01-12,2025-01-09,EF-1506,3,,3,manual
3211,89708,7915,Calli,Barrankila,Envío Facil,4.5,pendiente,2025-02-02,2025-02-02,EF-1724,,NO,***,Manual
3212,33994,9832,Bogta,Cartajena,En Vio Facil,"7,8",pendiente,2025-01-06,2025-02-14,EF-1517,5,No,1,manual
3213,16036,8540,Bogota,Barrankila,Envio Fasil,pesado,En transito…,2024-12-30,2025-02-06,EF-1137,,,excelente,Manual
3214,78275,2831,Calli,Cartajena,Envío Facíl,pesado,En transito…,2025-01-26,2025-01-04,EF-0550,,Sí,,Automatizado
3215,98756,6591,Barranquilla,Bogta,En Vio Facil,"7,8",Rtrasado,2024-12-30,2025-02-14,EF-1310,3,,4,manual
3216,50416,8487,Medellin,Bogota,Envio Facil,,pendiente,2025-01-04,2025-02-14,EF-0386,2,Si,5,Manual
3217,10587,2569,Cartajena,Bogota,En Vio Facil,pesado,pendiente,2024-12-31,2025-02-04,EF-0020,5,NO,,manual
3218,96665,728,Barrankila,Medellín,Envio Facil,4.5,En transito…,2025-01-12,2025-02-15,EF-1964,1,Si,3,Manual
3219,1645,4875,Cartajena,Cali,Envío Facil,"7,8",Entregadoo,2025-01-06,2025-02-03,EF-0464,5,Si,excelente,manual
3220,31930,1863,Barrankila,Caly,Envío Facíl,4.5,pendiente,2025-01-31,2025-01-31,EF-1604,,,4,Automatizado
3221,82835,3564,Medellín,Medejin,Envio Facil,-1,Entransito,2024-12-24,2025-02-20,EF-1904,2,,2,manual
3222,31090,2541,Kartagena,Kartagena,En Vio Facil,,Rtrasado,2025-01-18,2024-12-28,EF-0717,1,No,2,
3223,88489,6856,Medejin,Barrankilla,Envío Facil,pesado,PENDIETE,2025-01-20,2025-01-03,EF-0206,3,Sí,3,
3224,53142,5105,Barranquilla,Kartagena,Envio Fasil,999,En transito…,2025-01-19,2025-01-15,EF-1545,5,NO,3,manual
3225,27475,9084,Cartagena,Medellin?,En Vio Facil,4.5,PENDIETE,2024-12-22,2025-01-30,EF-1772,2,Si,4,Manual
3226,19888,9343,Cali,Kartagena,Envío Facíl,"7,8",Rtrasado,2025-01-18,2025-01-18,EF-0398,1,,1,manual
3227,44732,6150,Barrankilla,Medejin,Envío Facil,999,Rtrasado,2025-01-12,2025-02-21,EF-1803,,Sí,2,Automatizado
3228,82623,1560,Medellin?,Barranquilla,En Vio Facil,,pendiente,2025-01-22,2025-01-02,EF-0506,4,No,3,manual
3229,47305,5327,Medellín,Cartagena,Envio Facil,pesado,Rtrasado,2025-01-01,2025-02-17,EF-0266,5,,0,Manual
3230,47037,5762,Medellin?,Caly,Envio Facil,pesado,pendiente,2025-01-16,2025-02-05,EF-1223,,No,***,manual
3231,10346,8930,Kartagena,Kartagena,Envio Facil,999,Entregado,2025-01-21,2025-01-10,EF-1337,5,,2,
3232,1587,9211,Medejin,Cartajena,En Vio Facil,,Entregadoo,2025-01-10,2025-01-01,EF-1030,,NO,5,Automatizado
3233,13763,5977,Caly,Medejin,Envío Facíl,,Entregadoo,2025-01-10,2025-01-13,EF-1937,3,Si,2,manual
3234,60165,4125,Bogotaaa,Cartajena,Envio Facil,,Entregadoo,2025-01-23,2025-01-10,EF-1293,4,No,6,Manual
3235,70615,8663,Cali,Calli,En Vio Facil,-1,En transito…,2024-12-26,2024-12-24,EF-0571,3,No,,manual
3236,37116,8201,Medellin?,Barranquilla,En Vio Facil,4.5,Entregado,2025-01-31,2025-01-14,EF-0815,4,No,excelente,Automatizado
3237,86751,1228,Medellín,Caly,Envío Facíl,0.5,Entregadoo,2024-12-24,2024-12-28,EF-1786,1,,3,
3238,92353,6218,Medejin,Barrankila,Envío Facil,-1,pendiente,2025-02-03,2025-01-25,EF-1404,1,No,0,
3239,91301,1442,Bogta,Bogta,Envío Facil,pesado,Entransito,2025-02-09,2025-01-23,EF-1144,,,4,
3240,96648,9533,Medejin,Bogta,En Vio Facil,999,PENDIETE,2025-01-24,2025-02-08,EF-0772,5,,2,manual
3241,26556,8984,Barrankila,Medellin?,Envío Facil,4.5,Entregadoo,2025-01-21,2025-01-17,EF-0538,5,NO,6,Manual
3242,60042,7319,Bogota,Bogta,Envio Fasil,"7,8",En transito…,2025-02-01,2025-02-20,EF-0544,,,6,Automatizado
3243,19099,9997,Barranquilla,Medeyin,Envío Facíl,pesado,Entregadoo,2024-12-28,2025-02-02,EF-0952,1,Sí,***,manual
3244,46096,4410,Cartajena,Calli,En Vio Facil,-1,pendiente,2025-01-20,2025-01-21,EF-0451,4,No,5,Automatizado
3245,72986,6606,Barrankila,Medejin,Envío Facil,0.5,Entransito,2025-01-08,2024-12-28,EF-1419,3,Si,1,Manual
3246,14230,3577,Medellín,Bogotaaa,Envío Facil,"7,8",pendiente,2025-01-06,2025-02-12,EF-0886,1,No,***,
3247,30009,4271,Barrankila,Barrankila,Envío Facíl,pesado,Entregadoo,2025-01-03,2025-01-06, ,1,Sí,2,Automatizado
3248,71969,1640,Bogta,Medellin,Envio Facil,999,Rtrasado,2025-01-23,2025-01-01,EF-0442,2,,1,Automatizado
3249,34866,3826,Barrankilla,Medellín,Envío Facil,0.5,Entregado,2024-12-28,2025-01-15,EF-1844,5,NO,,Automatizado
3250,85246,384,Bogotaaa,Medejin,Envío Facíl,,En transito…,2025-01-20,2025-01-22,EF-1181,4,,5,Manual
3251,77975,5196,Bogotaaa,Medellín,Envio Facil,0.5,PENDIETE,2025-01-01,2025-02-02,EF-1154,3,NO,***,Automatizado
3252,42855,8612,Bogta,Medejin,En Vio Facil,pesado,PENDIETE,2024-12-27,2025-01-21,EF-1259,2,Si,6,manual
3253,82557,8231,Medellin,Bogotaaa,Envio Facil,0.5,En transito…,2025-01-11,2025-01-27,EF-1476,2,No,6,Automatizado
3254,7416,5763,Calli,Bogota,Envío Facil,-1,Entregado,2025-01-22,2024-12-30,EF-1073,,,6,manual
3255,73516,3388,Medejin,Medellin,En Vio Facil,pesado,En transito…,2024-12-26,2024-12-21,EF-0369,1,NO,,Automatizado
3256,56915,9485,Bogotá,Calli,En Vio Facil,pesado,Entregadoo,2025-02-01,2025-01-14,EF-0405,5,NO,,manual
3257,19058,3145,Cartagena,Bogotaaa,Envio Facil,999,Entregadoo,2025-01-19,2025-02-10,EF-1553,1,Sí,***,Manual
3258,77637,6965,Cali,Bogotá,En Vio Facil,0.5,Entregadoo,2025-01-25,2025-02-10,EF-1133,2,Sí,3,Manual
3259,41718,2674,Cartajena,Kartagena,Envio Facil,0.5,Entregadoo,2025-02-06,2025-01-01,EF-0717,2,No,***,Automatizado
3260,33602,6987,Medellín,Caly,Envio Facil,-1,Entregadoo,2025-01-02,2025-02-04,EF-1120,3,NO,1,manual
3261,75658,8992,Medellin,Bogotá,Envio Facil,"7,8",Entransito,2025-01-27,2024-12-29,EF-1523,1,Si,,Automatizado
3262,79112,9552,Medellín,Medeyin,Envío Facíl,"7,8",PENDIETE,2025-02-05,2025-02-03,EF-0899,1,NO,0,
3263,59067,4799,Medellin?,Medellin?,Envío Facil,4.5,Entregadoo,2025-02-03,2025-01-25,EF-1578,4,NO,6,
3264,28516,6474,Bogota,Medellin?,En Vio Facil,pesado,pendiente,2025-01-12,2024-12-29,EF-1712,3,,3,Automatizado
3265,88969,4513,Calli,Cartajena,Envio Fasil,"7,8",Rtrasado,2025-01-01,2025-01-29,EF-1140,5,,2,
3266,2089,2418,Barranquilla,Bogta,Envío Facil,999,Entregadoo,2025-01-13,2025-01-23,EF-0351,1,Sí,0,Automatizado
3267,38346,1352,Caly,Barrankila,Envio Fasil,4.5,Entransito,2025-02-04,2025-02-11,EF-0671,1,,6,manual
3268,75663,256,Bogota,Medellín,Envio Facil,-1,pendiente,2024-12-31,2025-02-03,EF-1662,5,NO,4,manual
3269,11487,9596,Barrankila,Barranquilla,En Vio Facil,pesado,PENDIETE,2025-02-01,2025-01-22,EF-0385,3,,6,Automatizado
3270,1155,343,Bogota,Cali,Envío Facil,-1,pendiente,2025-01-14,2025-01-18,EF-0348,1,Sí,,Manual
3271,68494,7418,Bogta,Bogotaaa,Envio Fasil,999,Entregado,2025-02-05,2025-01-27,EF-1623,5,No,1,Manual
3272,77229,8759,Barrankila,Cartagena,Envio Fasil,4.5,Entregado,2025-01-06,2025-02-06,EF-1652,4,Si,,
3273,39547,9874,Medeyin,Medeyin,Envio Fasil,"7,8",pendiente,2025-01-02,2025-02-17,EF-0503,1,NO,2,Manual
3274,29795,6561,Barrankilla,Cali,Envío Facil,4.5,Entregadoo,2025-02-09,2025-02-20,EF-1605,5,Si,3,manual
3275,56296,815,Medejin,Kartagena,Envío Facíl,0.5,Entregadoo,2025-01-22,2025-01-24,EF-0513,2,No,4,
3276,22447,8262,Bogotaaa,Bogota,Envio Facil,-1,Entransito,2025-01-14,2025-02-05,EF-0848,1,NO,4,manual
3277,37598,6177,Medellin?,Barranquilla,En Vio Facil,4.5,Entregadoo,2024-12-25,2025-02-17,EF-0203,4,Si,5,Automatizado
3278,42814,9980,Bogota,Bogotaaa,Envio Fasil,-1,Entransito,2025-02-01,2025-02-17,EF-0036,5,No,4,manual
3279,91751,7184,Cartajena,Barrankila,Envío Facil,,pendiente,2025-01-23,2024-12-22,EF-1637,5,NO,1,Automatizado
3280,76330,9090,Medellin?,Cali,Envio Fasil,,Entregado,2025-01-08,2025-02-18,EF-1872,1,No,0,Manual
3281,99745,5171,Barrankilla,Medeyin,Envío Facil,4.5,Entregado,2025-02-06,2024-12-26,EF-0699,2,NO,6,Automatizado
3282,88960,5981,Calli,Medejin,Envío Facíl,,PENDIETE,2025-01-07,2025-01-14,EF-0573,5,NO,4,manual
3283,64278,1144,Kartagena,Medellin?,Envio Fasil,4.5,En transito…,2025-01-11,2025-02-11,EF-0332,5,No,,Manual
3284,56077,9314,Medeyin,Cali,Envio Fasil,-1,Entransito,2024-12-22,2024-12-24,EF-1758,2,Sí,***,
3285,72906,7278,Medellín,Kartagena,En Vio Facil,999,En transito…,2025-02-05,2025-02-14,EF-0748,4,Si,***,manual
3286,10528,1946,Barrankilla,Medellin,Envío Facil,999,Entregado,2025-02-03,2024-12-22,EF-1284,1,Sí,excelente,Manual
3287,94812,5983,Kartagena,Barrankilla,Envío Facil,4.5,Entregado,2025-01-15,2025-01-06,EF-0119,,,0,
3288,51100,9951,Medejin,Kartagena,Envío Facíl,4.5,Rtrasado,2025-01-21,2025-02-06,EF-1329,1,Si,***,
3289,9179,7107,Cartagena,Calli,Envio Fasil,,Entregado,2025-02-02,2025-01-16,EF-1833,1,NO,3,manual
3290,49781,9475,Caly,Bogotaaa,En Vio Facil,pesado,pendiente,2025-01-10,2025-01-23,EF-1766,3,Si,0,
3291,56267,8825,Caly,Kartagena,Envio Facil,4.5,Entransito,2025-01-16,2025-01-30,EF-1212,1,Si,excelente,
3292,83379,3126,Medellin,Bogotá,En Vio Facil,4.5,Entregadoo,2025-01-09,2024-12-26,EF-1224,,,excelente,manual
3293,24952,1289,Medellin,Bogota,En Vio Facil,0.5,pendiente,2025-01-20,2024-12-26,EF-1224,2,Sí,1,Manual
3294,54798,3157,Barrankilla,Cartajena,En Vio Facil,0.5,Entransito,2025-01-15,2025-01-17,EF-1913,1,NO,0,Manual
3295,99696,2812,Medellin?,Medellín,En Vio Facil,"7,8",Entregadoo,2025-01-26,2024-12-28,EF-0789,,Si,6,Manual
3296,51939,6247,Medellín,Medellin?,Envio Fasil,,Entregadoo,2025-02-08,2024-12-21,EF-0040,4,Sí,excelente,
3297,30516,6449,Kartagena,Medellin?,En Vio Facil,pesado,PENDIETE,2025-01-08,2025-01-07,EF-0968,3,,0,Automatizado
3298,57526,3959,Medeyin,Barrankilla,Envío Facil,999,Entransito,2024-12-25,2025-02-05,EF-0861,2,Sí,excelente,Automatizado
3299,11449,7918,Barranquilla,Caly,Envío Facil,4.5,Entregado,2025-01-17,2024-12-31,EF-0847,2,,1,manual
3300,51290,4463,Medeyin,Barrankilla,En Vio Facil,999,PENDIETE,2025-01-23,2024-12-26,EF-1614,4,Si,,manual
3301,87661,2102,Cartagena,Barrankilla,Envío Facil,4.5,Entregadoo,2024-12-27,2025-01-03,EF-1638,1,NO,4,Manual
3302,73954,2767,Bogotaaa,Caly,Envio Fasil,,En transito…,2024-12-28,2025-01-11,EF-1482,,Sí,0,
